ad_type,impressions,spend_usd,geo_targeting_included
Text,100k-1M,1k-50k,Oklahoma
Video,100k-1M,1k-50k,Alaska
Video,100k-1M,1k-50k,Oregon
Video,1M-10M,1k-50k,Kansas
Video,> 10M,1k-50k,Arkansas
Image,1M-10M,1k-50k,Alaska
Video,1M-10M,1k-50k,Kansas
Video,1M-10M,1k-50k,Kansas
Video,100k-1M,1k-50k,Alaska
Text,10k-100k,1k-50k,Kansas
Text,10k-100k,1k-50k,Kansas
Video,100k-1M,1k-50k,Alaska
Video,100k-1M,1k-50k,Oregon
Text,100k-1M,1k-50k,Oregon
Video,1M-10M,1k-50k,Oregon
Video,1M-10M,1k-50k,Delaware
Video,1M-10M,1k-50k,Kansas
Text,10k-100k,1k-50k,Kansas
Video,1M-10M,1k-50k,New Mexico
Video,100k-1M,1k-50k,Kansas
Video,1M-10M,1k-50k,Kansas
Video,10k-100k,1k-50k,Oklahoma
Video,10k-100k,1k-50k,Alaska
Video,100k-1M,1k-50k,Alaska
Video,100k-1M,1k-50k,Alaska
Text,10k-100k,1k-50k,Oregon
Text,10k-100k,1k-50k,New Mexico
Video,10k-100k,1k-50k,Alaska
Video,100k-1M,1k-50k,Oklahoma
Text,10k-100k,1k-50k,Kansas
Text,10k-100k,1k-50k,Alaska
Video,100k-1M,1k-50k,Alaska
Video,100k-1M,1k-50k,Kansas
Text,<=10k,1k-50k,South Dakota
Video,100k-1M,1k-50k,Kansas
Video,100k-1M,1k-50k,Oklahoma
Image,100k-1M,1k-50k,Nebraska
Video,10k-100k,1k-50k,Vermont
Video,10k-100k,1k-50k,Arkansas
Video,100k-1M,1k-50k,Maryland
Video,100k-1M,1k-50k,Alaska
Video,100k-1M,1k-50k,Alaska
Video,100k-1M,1k-50k,Arkansas
Image,100k-1M,1k-50k,Kansas
Video,100k-1M,1k-50k,Alaska
Video,100k-1M,1k-50k,Kansas
Video,10k-100k,1k-50k,Vermont
Image,1M-10M,1k-50k,Nebraska
Text,<=10k,1k-50k,Arkansas
Video,100k-1M,1k-50k,Kansas
Text,<=10k,1k-50k,Oregon
Video,100k-1M,1k-50k,Arkansas
Text,10k-100k,1k-50k,Kansas
Video,100k-1M,1k-50k,Alaska
Video,1M-10M,1k-50k,Kansas
Text,<=10k,1k-50k,Oklahoma
Text,<=10k,1k-50k,Alaska
Video,100k-1M,1k-50k,Alaska
Video,100k-1M,1k-50k,Maryland
Video,100k-1M,1k-50k,Oklahoma
Video,100k-1M,1k-50k,Oklahoma
Video,100k-1M,1k-50k,Maryland
Video,100k-1M,1k-50k,Alaska
Video,100k-1M,1k-50k,Delaware
Video,100k-1M,1k-50k,Arkansas
Image,100k-1M,1k-50k,Alaska
Video,100k-1M,1k-50k,Alaska
Video,100k-1M,1k-50k,Maryland
Video,100k-1M,1k-50k,Maryland
Video,100k-1M,1k-50k,Maryland
Text,10k-100k,1k-50k,Oregon
Video,10k-100k,1k-50k,Nebraska
Video,10k-100k,1k-50k,Arkansas
Video,100k-1M,1k-50k,Oklahoma
Video,100k-1M,1k-50k,Maryland
Video,100k-1M,1k-50k,Kansas
Image,1M-10M,1k-50k,Kansas
Text,10k-100k,1k-50k,Alaska
Image,1M-10M,1k-50k,Maryland
Text,10k-100k,1k-50k,Rhode Island
Image,100k-1M,1k-50k,Oklahoma
Image,100k-1M,1k-50k,Maryland
Text,10k-100k,1k-50k,Oklahoma
Video,10k-100k,1k-50k,Kansas
Video,100k-1M,1k-50k,Kansas
Video,100k-1M,1k-50k,Vermont
Video,10k-100k,1k-50k,Arkansas
Text,<=10k,1k-50k,Oregon
Image,1M-10M,1k-50k,Nebraska
Text,<=10k,1k-50k,Alaska
Image,1M-10M,1k-50k,Kansas
Video,100k-1M,1k-50k,Alaska
Image,100k-1M,1k-50k,Maryland
Text,<=10k,1k-50k,Oklahoma
Video,100k-1M,1k-50k,Arkansas
Text,10k-100k,1k-50k,Alaska
Text,10k-100k,1k-50k,Vermont
Video,10k-100k,1k-50k,Oklahoma
Video,100k-1M,1k-50k,Kansas
Video,100k-1M,1k-50k,Alaska
Video,100k-1M,1k-50k,Alaska
Text,<=10k,1k-50k,Oregon
Image,100k-1M,1k-50k,Delaware
Video,10k-100k,1k-50k,Alaska
Video,100k-1M,1k-50k,Delaware
Video,10k-100k,1k-50k,Arkansas
Video,10k-100k,1k-50k,Kansas
Text,10k-100k,1k-50k,Oregon
Text,<=10k,1k-50k,Oregon
Video,100k-1M,1k-50k,Kansas
Video,10k-100k,1k-50k,Alaska
Text,10k-100k,1k-50k,Oregon
Video,100k-1M,1k-50k,Kansas
Video,10k-100k,1k-50k,Kansas
Video,100k-1M,1k-50k,Kansas
Image,1M-10M,1k-50k,New Mexico
Video,100k-1M,1k-50k,Rhode Island
Image,10k-100k,1k-50k,New Mexico
Video,100k-1M,1k-50k,Kansas
Video,10k-100k,1k-50k,Nebraska
Text,<=10k,1k-50k,Nebraska
Video,100k-1M,1k-50k,Oklahoma
Video,10k-100k,1k-50k,Alaska
Text,<=10k,1k-50k,Oregon
Text,<=10k,1k-50k,Nebraska
Video,10k-100k,1k-50k,Alaska
Video,100k-1M,1k-50k,Alaska
Text,<=10k,1k-50k,Alaska
Video,100k-1M,1k-50k,Kansas
Video,10k-100k,1k-50k,Alaska
Video,10k-100k,1k-50k,New Mexico
Text,<=10k,1k-50k,Nebraska
Video,100k-1M,1k-50k,Maryland
Video,100k-1M,1k-50k,Arkansas
Video,100k-1M,1k-50k,Maryland
Text,<=10k,1k-50k,Oregon
Video,100k-1M,1k-50k,Alaska
Text,100k-1M,1k-50k,Nebraska
Text,<=10k,1k-50k,Delaware
Video,100k-1M,1k-50k,Maryland
Video,10k-100k,1k-50k,Oklahoma
Video,100k-1M,1k-50k,Alaska
Text,10k-100k,1k-50k,Oklahoma
Video,100k-1M,1k-50k,Kansas
Video,10k-100k,1k-50k,Vermont
Text,<=10k,1k-50k,Oregon
Text,<=10k,1k-50k,Delaware
Video,100k-1M,1k-50k,Maryland
Text,10k-100k,1k-50k,Oregon
Text,10k-100k,1k-50k,Alaska
Video,100k-1M,1k-50k,Rhode Island
Video,10k-100k,1k-50k,Idaho
Image,100k-1M,1k-50k,New Mexico
Video,100k-1M,1k-50k,Kansas
Text,100k-1M,1k-50k,Oregon
Text,10k-100k,1k-50k,Maryland
Video,100k-1M,1k-50k,Arkansas
Video,100k-1M,1k-50k,Maryland
Text,<=10k,1k-50k,Oregon
Image,100k-1M,1k-50k,Delaware
Text,10k-100k,1k-50k,New Mexico
Video,100k-1M,1k-50k,Alaska
Video,100k-1M,1k-50k,Alaska
Video,10k-100k,1k-50k,Alaska
Video,100k-1M,1k-50k,Arkansas
Video,10k-100k,1k-50k,Alaska
Video,100k-1M,1k-50k,Oklahoma
Video,100k-1M,1k-50k,Vermont
Video,100k-1M,1k-50k,Oklahoma
Text,<=10k,1k-50k,Oregon
Video,100k-1M,1k-50k,Oklahoma
Video,100k-1M,1k-50k,Nebraska
Video,10k-100k,1k-50k,Nebraska
Video,100k-1M,1k-50k,Delaware
Video,100k-1M,1k-50k,Idaho
Image,100k-1M,1k-50k,Arkansas
Text,<=10k,1k-50k,Vermont
Video,100k-1M,1k-50k,Oregon
Video,100k-1M,1k-50k,Oklahoma
Video,100k-1M,1k-50k,Alaska
Video,100k-1M,1k-50k,Alaska
Text,10k-100k,1k-50k,Connecticut
Text,<=10k,1k-50k,Delaware
Video,10k-100k,1k-50k,Kansas
Text,10k-100k,1k-50k,Oregon
Text,100k-1M,1k-50k,Arkansas
Video,100k-1M,1k-50k,Kansas
Text,<=10k,1k-50k,Kansas
Text,100k-1M,1k-50k,Oregon
Video,100k-1M,1k-50k,Oklahoma
Text,10k-100k,1k-50k,New Mexico
Text,10k-100k,1k-50k,Oregon
Image,1M-10M,1k-50k,Nebraska
Video,100k-1M,1k-50k,Delaware
Text,<=10k,1k-50k,Nebraska
Text,<=10k,1k-50k,Idaho
Text,10k-100k,1k-50k,Idaho
Video,1M-10M,1k-50k,Arkansas
Text,<=10k,1k-50k,Alaska
Video,10k-100k,1k-50k,Kansas
Video,100k-1M,1k-50k,Kansas
Video,100k-1M,1k-50k,Kansas
Video,100k-1M,1k-50k,Kansas
Video,100k-1M,1k-50k,Kansas
Text,100k-1M,1k-50k,Kansas
Video,100k-1M,1k-50k,Arkansas
Video,10k-100k,1k-50k,Oklahoma
Text,<=10k,1k-50k,Oregon
Text,10k-100k,1k-50k,Oregon
Video,100k-1M,1k-50k,Alaska
Video,100k-1M,1k-50k,Oregon
Text,10k-100k,1k-50k,New Mexico
Text,100k-1M,1k-50k,Hawaii
Video,10k-100k,1k-50k,Alaska
Video,1M-10M,1k-50k,Kansas
Video,100k-1M,1k-50k,Kansas
Video,100k-1M,1k-50k,Arkansas
Text,10k-100k,1k-50k,Nebraska
Video,100k-1M,1k-50k,Maryland
Video,10k-100k,1k-50k,Arkansas
Text,<=10k,1k-50k,Kansas
Video,100k-1M,1k-50k,Kansas
Video,100k-1M,1k-50k,Oregon
Video,100k-1M,1k-50k,Oregon
Text,<=10k,1k-50k,Vermont
Video,100k-1M,1k-50k,Maryland
Text,10k-100k,1k-50k,Alaska
Image,100k-1M,1k-50k,Oklahoma
Video,10k-100k,1k-50k,Arkansas
Text,100k-1M,1k-50k,Kansas
Text,10k-100k,1k-50k,New Mexico
Video,100k-1M,1k-50k,Alaska
Video,10k-100k,1k-50k,Rhode Island
Video,100k-1M,1k-50k,Arkansas
Video,1M-10M,1k-50k,Kansas
Video,100k-1M,1k-50k,Delaware
Video,100k-1M,1k-50k,Oklahoma
Text,10k-100k,1k-50k,Oregon
Image,1M-10M,1k-50k,Maryland
Text,<=10k,1k-50k,Oregon
Text,10k-100k,1k-50k,Oregon
Video,100k-1M,1k-50k,Alaska
Text,<=10k,1k-50k,Oklahoma
Video,100k-1M,1k-50k,Alaska
Text,10k-100k,1k-50k,South Dakota
Video,10k-100k,1k-50k,Oklahoma
Video,100k-1M,1k-50k,Oklahoma
Video,100k-1M,1k-50k,Maryland
Video,10k-100k,1k-50k,Arkansas
Text,10k-100k,1k-50k,Kansas
Text,<=10k,1k-50k,Oregon
Video,100k-1M,1k-50k,Alaska
Image,100k-1M,1k-50k,Nebraska
Image,100k-1M,1k-50k,New Mexico
Video,100k-1M,1k-50k,Alaska
Video,100k-1M,1k-50k,Arkansas
Text,10k-100k,1k-50k,South Dakota
Video,100k-1M,1k-50k,Delaware
Text,100k-1M,1k-50k,Kansas
Text,10k-100k,1k-50k,Alaska
Video,1M-10M,1k-50k,Arkansas
Video,100k-1M,1k-50k,Alaska
Image,100k-1M,1k-50k,South Dakota
Video,100k-1M,1k-50k,Kansas
Video,100k-1M,1k-50k,Oklahoma
Text,10k-100k,1k-50k,Delaware
Text,<=10k,1k-50k,Delaware
Video,100k-1M,1k-50k,Hawaii
Video,10k-100k,1k-50k,Arkansas
Video,100k-1M,1k-50k,Alaska
Text,<=10k,1k-50k,Oregon
Text,10k-100k,1k-50k,Alaska
Text,10k-100k,1k-50k,Alaska
Text,<=10k,1k-50k,Maryland
Video,10k-100k,1k-50k,Alaska
Text,<=10k,1k-50k,Maryland
Video,100k-1M,1k-50k,Maryland
Video,100k-1M,1k-50k,Nebraska
Text,10k-100k,1k-50k,Oregon
Video,100k-1M,1k-50k,Delaware
Text,100k-1M,1k-50k,Rhode Island
Text,<=10k,1k-50k,Arkansas
Video,100k-1M,1k-50k,Kansas
Video,100k-1M,1k-50k,Maryland
Video,100k-1M,1k-50k,Nebraska
Video,100k-1M,1k-50k,Arkansas
Video,10k-100k,1k-50k,Alaska
Text,<=10k,1k-50k,Oregon
Video,100k-1M,1k-50k,Kansas
Video,100k-1M,1k-50k,Alaska
Video,100k-1M,1k-50k,Maryland
Text,10k-100k,1k-50k,Kansas
Text,10k-100k,1k-50k,Oregon
Video,10k-100k,1k-50k,Alaska
Video,100k-1M,1k-50k,Nebraska
Text,10k-100k,1k-50k,Arkansas
Video,100k-1M,1k-50k,Alaska
Video,100k-1M,1k-50k,Kansas
Video,100k-1M,1k-50k,Kansas
Text,10k-100k,1k-50k,Oregon
Text,10k-100k,1k-50k,Delaware
Video,10k-100k,1k-50k,Alaska
Video,100k-1M,1k-50k,Kansas
Video,10k-100k,1k-50k,Kansas
Image,100k-1M,1k-50k,Nebraska
Video,100k-1M,1k-50k,Maryland
Text,<=10k,1k-50k,Oregon
Text,10k-100k,1k-50k,New Mexico
Video,10k-100k,1k-50k,Alaska
Video,100k-1M,1k-50k,Alaska
Video,100k-1M,1k-50k,Kansas
Image,100k-1M,1k-50k,New Mexico
Video,100k-1M,1k-50k,Delaware
Video,100k-1M,1k-50k,South Dakota
Video,100k-1M,1k-50k,Kansas
Video,100k-1M,1k-50k,Oklahoma
Text,<=10k,1k-50k,New Mexico
Text,10k-100k,1k-50k,New Mexico
Text,<=10k,1k-50k,Delaware
Video,100k-1M,1k-50k,Arkansas
Text,<=10k,1k-50k,Oklahoma
Image,1M-10M,1k-50k,Nebraska
Video,10k-100k,1k-50k,Arkansas
Text,<=10k,1k-50k,Oregon
Text,<=10k,1k-50k,Nebraska
Video,100k-1M,1k-50k,Alaska
Text,10k-100k,1k-50k,Alaska
Video,10k-100k,1k-50k,Kansas
Video,100k-1M,1k-50k,Kansas
Video,100k-1M,1k-50k,Oklahoma
Text,<=10k,1k-50k,Oregon
Video,100k-1M,1k-50k,New Mexico
Image,100k-1M,1k-50k,New Mexico
Video,100k-1M,1k-50k,Alaska
Video,100k-1M,1k-50k,Maryland
Video,100k-1M,1k-50k,Kansas
Video,100k-1M,1k-50k,Arkansas
Text,<=10k,1k-50k,Oregon
Text,10k-100k,1k-50k,Nebraska
Video,100k-1M,1k-50k,Arkansas
Video,100k-1M,1k-50k,Maryland
Text,<=10k,1k-50k,Oregon
Text,10k-100k,1k-50k,Connecticut
Video,100k-1M,1k-50k,Alaska
Video,100k-1M,1k-50k,Oregon
Text,100k-1M,1k-50k,Oklahoma
Video,100k-1M,1k-50k,Arkansas
Text,10k-100k,1k-50k,Oregon
Image,100k-1M,1k-50k,Nebraska
Text,<=10k,1k-50k,Nebraska
Text,<=10k,1k-50k,Arkansas
Video,100k-1M,1k-50k,Maryland
Video,100k-1M,1k-50k,Kansas
Image,100k-1M,1k-50k,Nebraska
Video,100k-1M,1k-50k,Alaska
Video,100k-1M,1k-50k,Arkansas
Video,1M-10M,1k-50k,Kansas
Video,100k-1M,1k-50k,Kansas
Video,100k-1M,1k-50k,Oregon
Image,100k-1M,1k-50k,South Dakota
Text,100k-1M,1k-50k,Oregon
Video,100k-1M,1k-50k,Oklahoma
Video,100k-1M,1k-50k,Maryland
Text,<=10k,1k-50k,Oregon
Video,100k-1M,1k-50k,Nebraska
Video,1M-10M,1k-50k,Kansas
Video,100k-1M,1k-50k,Nebraska
Image,100k-1M,1k-50k,New Mexico
Video,100k-1M,1k-50k,Alaska
Text,10k-100k,1k-50k,Oregon
Image,100k-1M,1k-50k,Delaware
Image,1M-10M,1k-50k,Nebraska
Text,10k-100k,1k-50k,Oklahoma
Video,100k-1M,1k-50k,Alaska
Video,100k-1M,1k-50k,Kansas
Text,<=10k,1k-50k,Nebraska
Video,100k-1M,1k-50k,Maryland
Video,100k-1M,1k-50k,Alaska
Video,10k-100k,1k-50k,Arkansas
Video,100k-1M,1k-50k,Vermont
Video,100k-1M,1k-50k,Kansas
Video,100k-1M,1k-50k,Kansas
Video,100k-1M,1k-50k,Nebraska
Image,100k-1M,1k-50k,Oklahoma
Video,10k-100k,1k-50k,Delaware
Video,10k-100k,1k-50k,Arkansas
Text,<=10k,1k-50k,Kansas
Video,10k-100k,1k-50k,Oklahoma
Video,1M-10M,> 100k,Alaska
Video,<=10k,<100,Maryland
Text,<=10k,<100,Oregon
Text,<=10k,<100,Oregon
Text,<=10k,<100,Hawaii
Text,<=10k,<100,Arkansas
Text,<=10k,<100,Hawaii
Text,<=10k,<100,Maryland
Text,<=10k,<100,Vermont
Text,<=10k,<100,Connecticut
Text,<=10k,<100,Maryland
Text,<=10k,<100,Vermont
Text,<=10k,<100,South Dakota
Text,<=10k,<100,Vermont
Text,<=10k,<100,Delaware
Text,<=10k,<100,Alaska
Text,<=10k,<100,Alaska
Text,<=10k,<100,Kansas
Text,<=10k,<100,Oregon
Text,<=10k,<100,Arkansas
Text,<=10k,<100,Oklahoma
Text,<=10k,<100,Delaware
Text,<=10k,<100,Alaska
Text,<=10k,<100,New Mexico
Text,<=10k,<100,Vermont
Text,<=10k,<100,Rhode Island
Text,<=10k,<100,Oklahoma
Text,<=10k,<100,Oklahoma
Text,<=10k,<100,Arkansas
Text,<=10k,<100,Nebraska
Text,<=10k,<100,Arkansas
Text,<=10k,<100,Nebraska
Text,<=10k,<100,Delaware
Text,<=10k,<100,South Dakota
Text,<=10k,<100,Kansas
Text,<=10k,<100,Kansas
Text,<=10k,<100,Delaware
Image,<=10k,<100,New Mexico
Video,<=10k,<100,Hawaii
Image,<=10k,<100,Alaska
Image,<=10k,<100,Idaho
Image,10k-100k,<100,Connecticut
Video,<=10k,<100,New Mexico
Image,10k-100k,<100,Hawaii
Image,10k-100k,<100,Connecticut
Video,<=10k,<100,Connecticut
Image,<=10k,<100,Delaware
Video,<=10k,<100,Maryland
Text,<=10k,<100,Oregon
Video,<=10k,<100,New Mexico
Text,<=10k,<100,Oregon
Image,<=10k,<100,Connecticut
Text,<=10k,<100,Connecticut
Image,<=10k,<100,Oklahoma
Image,<=10k,<100,Oklahoma
Image,<=10k,<100,Idaho
Image,10k-100k,<100,Idaho
Image,<=10k,<100,Oregon
Image,<=10k,<100,Idaho
Image,<=10k,<100,Idaho
Image,<=10k,<100,Delaware
Image,10k-100k,<100,Idaho
Image,<=10k,<100,Delaware
Image,<=10k,<100,Idaho
Image,<=10k,<100,Oregon
Video,<=10k,<100,Alaska
Video,<=10k,<100,Oklahoma
Text,<=10k,<100,Oklahoma
Video,<=10k,<100,Oklahoma
Text,<=10k,<100,Nebraska
Text,<=10k,<100,Vermont
Text,<=10k,<100,Hawaii
Text,<=10k,<100,Oregon
Text,<=10k,<100,Kansas
Text,<=10k,<100,Arkansas
Text,<=10k,<100,Rhode Island
Text,<=10k,<100,Oklahoma
Text,<=10k,<100,Rhode Island
Text,<=10k,<100,Arkansas
Text,<=10k,<100,Nebraska
Text,<=10k,<100,Maryland
Text,<=10k,<100,New Mexico
Text,<=10k,<100,South Dakota
Text,<=10k,<100,Hawaii
Text,<=10k,<100,Arkansas
Text,<=10k,<100,Kansas
Text,<=10k,<100,Nebraska
Text,<=10k,<100,Connecticut
Text,<=10k,<100,Hawaii
Text,<=10k,<100,Vermont
Text,<=10k,<100,Nebraska
Text,<=10k,<100,Rhode Island
Text,<=10k,<100,Idaho
Text,<=10k,<100,Delaware
Image,<=10k,<100,Delaware
Image,10k-100k,<100,Hawaii
Image,10k-100k,<100,South Dakota
Image,<=10k,<100,Alaska
Text,<=10k,<100,Alaska
Text,<=10k,<100,Idaho
Video,<=10k,<100,Alaska
Text,<=10k,<100,Arkansas
Video,<=10k,<100,Arkansas
Text,<=10k,<100,Arkansas
Image,10k-100k,<100,Kansas
Text,<=10k,<100,Connecticut
Text,<=10k,<100,Connecticut
Image,<=10k,<100,Oklahoma
Image,<=10k,<100,Arkansas
Text,<=10k,<100,Delaware
Text,<=10k,<100,Delaware
Text,<=10k,<100,Delaware
Text,<=10k,<100,Delaware
Image,<=10k,<100,Idaho
Image,<=10k,<100,Delaware
Image,<=10k,<100,Idaho
Text,<=10k,<100,Vermont
Text,<=10k,<100,Arkansas
Text,<=10k,<100,Hawaii
Text,<=10k,<100,Delaware
Text,<=10k,<100,Delaware
Text,<=10k,<100,Connecticut
Text,<=10k,<100,Alaska
Text,<=10k,<100,Oregon
Text,<=10k,<100,Connecticut
Text,<=10k,<100,Rhode Island
Text,<=10k,<100,Kansas
Text,<=10k,<100,Alaska
Text,<=10k,<100,Vermont
Text,<=10k,<100,Vermont
Text,<=10k,<100,Hawaii
Text,<=10k,<100,Delaware
Text,<=10k,<100,Arkansas
Text,<=10k,<100,Maryland
Text,<=10k,<100,New Mexico
Text,<=10k,<100,New Mexico
Text,<=10k,<100,Idaho
Text,<=10k,<100,Idaho
Text,<=10k,<100,Arkansas
Text,<=10k,<100,New Mexico
Text,<=10k,<100,Delaware
Text,<=10k,<100,Delaware
Text,<=10k,<100,Rhode Island
Video,<=10k,<100,Arkansas
Image,10k-100k,<100,Oregon
Image,10k-100k,<100,Idaho
Image,10k-100k,<100,New Mexico
Image,10k-100k,<100,Hawaii
Image,10k-100k,<100,Maryland
Image,<=10k,<100,South Dakota
Image,<=10k,<100,New Mexico
Text,<=10k,<100,Arkansas
Image,10k-100k,<100,Kansas
Image,<=10k,<100,Connecticut
Text,<=10k,<100,Connecticut
Text,<=10k,<100,Connecticut
Image,<=10k,<100,Oklahoma
Text,<=10k,<100,New Mexico
Text,<=10k,<100,Maryland
Text,<=10k,<100,Delaware
Text,<=10k,<100,Delaware
Image,<=10k,<100,Idaho
Image,<=10k,<100,Delaware
Image,<=10k,<100,Idaho
Image,<=10k,<100,Delaware
Image,<=10k,<100,Idaho
Image,<=10k,<100,Delaware
Image,<=10k,<100,Idaho
Image,<=10k,<100,Idaho
Image,<=10k,<100,Idaho
Image,<=10k,<100,Delaware
Text,<=10k,<100,Oregon
Text,<=10k,<100,New Mexico
Text,<=10k,<100,Oklahoma
Video,<=10k,<100,Maryland
Video,<=10k,<100,Maryland
Text,<=10k,<100,Rhode Island
Text,<=10k,<100,Oregon
Text,<=10k,<100,Connecticut
Text,<=10k,<100,Idaho
Text,<=10k,<100,Oregon
Text,<=10k,<100,Nebraska
Text,<=10k,<100,Rhode Island
Text,<=10k,<100,Maryland
Text,<=10k,<100,Rhode Island
Text,<=10k,<100,Idaho
Text,<=10k,<100,Maryland
Text,<=10k,<100,Nebraska
Text,<=10k,<100,Oklahoma
Text,<=10k,<100,Connecticut
Text,<=10k,<100,Nebraska
Text,<=10k,<100,Nebraska
Text,<=10k,<100,Alaska
Text,<=10k,<100,Connecticut
Text,<=10k,<100,Arkansas
Text,<=10k,<100,Maryland
Text,<=10k,<100,Oregon
Text,<=10k,<100,South Dakota
Text,<=10k,<100,Arkansas
Text,<=10k,<100,Arkansas
Text,<=10k,<100,South Dakota
Text,<=10k,<100,South Dakota
Text,<=10k,<100,Vermont
Text,<=10k,<100,South Dakota
Text,<=10k,<100,Vermont
Text,<=10k,<100,Rhode Island
Text,<=10k,<100,Arkansas
Text,<=10k,<100,Hawaii
Text,<=10k,<100,New Mexico
Text,<=10k,<100,Nebraska
Text,<=10k,<100,New Mexico
Text,<=10k,<100,Maryland
Text,<=10k,<100,Oklahoma
Video,<=10k,<100,Idaho
Image,10k-100k,<100,Idaho
Image,10k-100k,<100,Delaware
Image,<=10k,<100,New Mexico
Image,<=10k,<100,Delaware
Image,<=10k,<100,Maryland
Image,10k-100k,<100,Arkansas
Image,10k-100k,<100,New Mexico
Image,10k-100k,<100,Oklahoma
Text,<=10k,<100,Alaska
Video,<=10k,<100,Delaware
Image,<=10k,<100,Kansas
Image,<=10k,<100,Rhode Island
Image,<=10k,<100,Oklahoma
Image,10k-100k,<100,Oklahoma
Text,<=10k,<100,South Dakota
Image,<=10k,<100,South Dakota
Image,<=10k,<100,Idaho
Image,<=10k,<100,Idaho
Text,<=10k,<100,Maryland
Image,<=10k,<100,Rhode Island
Text,<=10k,<100,Vermont
Text,<=10k,<100,New Mexico
Video,<=10k,<100,Kansas
Text,<=10k,<100,Rhode Island
Text,<=10k,<100,Nebraska
Text,<=10k,<100,New Mexico
Text,<=10k,<100,Oregon
Text,<=10k,<100,Kansas
Text,<=10k,<100,South Dakota
Text,<=10k,<100,Maryland
Text,<=10k,<100,New Mexico
Text,<=10k,<100,Vermont
Text,<=10k,<100,Oklahoma
Text,<=10k,<100,Arkansas
Text,<=10k,<100,Maryland
Text,<=10k,<100,South Dakota
Text,<=10k,<100,South Dakota
Text,<=10k,<100,Oklahoma
Text,<=10k,<100,Alaska
Text,<=10k,<100,Hawaii
Text,<=10k,<100,Vermont
Text,<=10k,<100,Oklahoma
Text,<=10k,<100,Hawaii
Text,<=10k,<100,Delaware
Text,<=10k,<100,Oregon
Text,<=10k,<100,Oregon
Video,<=10k,<100,Nebraska
Text,<=10k,<100,Delaware
Image,10k-100k,<100,Oregon
Video,<=10k,<100,Hawaii
Image,10k-100k,<100,Nebraska
Image,10k-100k,<100,Hawaii
Video,<=10k,<100,Connecticut
Text,<=10k,<100,Rhode Island
Image,<=10k,<100,Oklahoma
Image,<=10k,<100,Oklahoma
Image,<=10k,<100,Idaho
Text,<=10k,<100,Delaware
Text,<=10k,<100,Delaware
Text,<=10k,<100,Arkansas
Image,<=10k,<100,South Dakota
Image,<=10k,<100,Delaware
Image,<=10k,<100,Idaho
Image,<=10k,<100,Idaho
Image,<=10k,<100,Idaho
Image,<=10k,<100,Idaho
Text,<=10k,<100,Kansas
Video,<=10k,<100,Arkansas
Image,10k-100k,<100,Oklahoma
Video,<=10k,<100,Nebraska
Text,<=10k,<100,New Mexico
Text,<=10k,<100,Idaho
Text,<=10k,<100,Kansas
Text,<=10k,<100,Oregon
Text,<=10k,<100,Vermont
Text,<=10k,<100,New Mexico
Text,<=10k,<100,New Mexico
Text,<=10k,<100,Kansas
Text,<=10k,<100,Connecticut
Text,<=10k,<100,South Dakota
Text,<=10k,<100,Hawaii
Text,<=10k,<100,Delaware
Text,<=10k,<100,Oklahoma
Text,<=10k,<100,Idaho
Text,<=10k,<100,Oklahoma
Text,<=10k,<100,Arkansas
Text,<=10k,<100,Oregon
Text,<=10k,<100,Connecticut
Text,<=10k,<100,Oklahoma
Text,<=10k,<100,South Dakota
Text,<=10k,<100,Connecticut
Text,<=10k,<100,South Dakota
Text,<=10k,<100,New Mexico
Text,<=10k,<100,Hawaii
Text,<=10k,<100,Nebraska
Image,10k-100k,<100,Delaware
Image,<=10k,<100,Alaska
Image,<=10k,<100,Kansas
Image,10k-100k,<100,Nebraska
Image,10k-100k,<100,Oregon
Image,10k-100k,<100,Oklahoma
Image,<=10k,<100,Oklahoma
Text,<=10k,<100,Alaska
Text,<=10k,<100,Oregon
Text,<=10k,<100,Oregon
Text,<=10k,<100,Connecticut
Text,<=10k,<100,Connecticut
Image,<=10k,<100,Rhode Island
Image,<=10k,<100,Oklahoma
Image,<=10k,<100,Oklahoma
Image,10k-100k,<100,Idaho
Video,<=10k,<100,Delaware
Text,<=10k,<100,Delaware
Text,<=10k,<100,South Dakota
Image,<=10k,<100,Idaho
Image,<=10k,<100,Oregon
Text,<=10k,<100,South Dakota
Image,<=10k,<100,Idaho
Text,<=10k,<100,Arkansas
Video,<=10k,<100,Vermont
Image,<=10k,<100,New Mexico
Text,<=10k,<100,New Mexico
Text,<=10k,<100,Vermont
Text,<=10k,<100,Vermont
Text,<=10k,<100,Idaho
Text,<=10k,<100,New Mexico
Text,<=10k,<100,Arkansas
Text,<=10k,<100,Kansas
Text,<=10k,<100,Alaska
Text,<=10k,<100,Vermont
Text,<=10k,<100,Kansas
Text,<=10k,<100,Idaho
Text,<=10k,<100,Connecticut
Text,<=10k,<100,Connecticut
Text,<=10k,<100,Alaska
Text,<=10k,<100,Idaho
Text,<=10k,<100,Nebraska
Text,<=10k,<100,Rhode Island
Text,<=10k,<100,Maryland
Text,<=10k,<100,Oregon
Text,<=10k,<100,Rhode Island
Text,<=10k,<100,Arkansas
Text,<=10k,<100,Oregon
Text,<=10k,<100,New Mexico
Text,<=10k,<100,Oregon
Text,<=10k,<100,Kansas
Text,<=10k,<100,Idaho
Text,<=10k,<100,Delaware
Text,<=10k,<100,Maryland
Text,<=10k,<100,Oregon
